Link,Name,PS4 Price,XBox Price,PC Price,Club,Nation,League,Skills,Weak Foot,Intl. Rep,Foot,Height,Weight,Revision,Def. WR,Att. WR,Added on,Origin,R.Face,B.Type,DOB
https://www.futbin.com/21/player/125/paolo-maldini,Paolo Maldini,"5,025,000","4,551,000",0,FUT 21 ICONS,Italy,Icons,2 ,4 ,4 ,Right ,"186cm | 6'1"" ",83 ,Icon,High,Med,2020-09-10,Prime,false,Average,26-06-1968
https://www.futbin.com/21/player/95/lev-yashin,Lev Yashin,"870,000","709,000","1,153,000",FUT 21 ICONS,Russia,Icons,1 ,3 ,4 ,Right ,"189cm | 6'2"" ",82 ,Icon,Med,Med,2020-09-10,Prime,true,High & Average,22-10-1929
https://www.futbin.com/21/player/84/ronaldo,Ronaldo Luís Nazário de Lima,"8,220,000","6,395,000","9,560,000",FUT 21 ICONS,Brazil,Icons,5 ,5 ,5 ,Right ,"183cm | 6'0"" ",82 ,Icon,Low,Med,2020-09-10,Medium,false,R9,22-09-1976
https://www.futbin.com/21/player/69/johan-cruyff,Johan Cruyff,"6,768,000","5,380,000",0,FUT 21 ICONS,Netherlands,Icons,5 ,5 ,5 ,Right ,"180cm | 5'11"" ",71 ,Icon,Low,High,2020-09-10,Prime,true,Lean,25-04-1947
https://www.futbin.com/21/player/50/ronaldinho,Ronaldo de Assis Moreira,"6,800,000","5,477,000",0,FUT 21 ICONS,Brazil,Icons,5 ,4 ,5 ,Right ,"180cm | 5'11"" ",78 ,Icon,Low,High,2020-09-10,Prime,false,Ronaldinho,21-03-1980
https://www.futbin.com/21/player/26795/lionel-messi,Lionel Messi,"1,729,000","1,450,000","2,050,000",FC Barcelona,Argentina,LaLiga Santander,4 ,4 ,5 ,Left ,"170cm | 5'7"" ",72 ,TOTGS,Low,Med,2020-12-04,TOTGS,true,Messi,24-06-1987
https://www.futbin.com/21/player/92/diego-maradona,Diego Maradona,"2,299,000","1,955,000","3,000,000",FUT 21 ICONS,Argentina,Icons,5 ,3 ,5 ,Left ,"165cm | 5'5"" ",72 ,Icon,Med,High,2020-09-10,Medium,false,Maradona,30-10-1960
https://www.futbin.com/21/player/74/emilio-butragueno,Emilio Butragueño Santos,"2,071,000","1,649,000","2,301,000",FUT 21 ICONS,Spain,Icons,3 ,5 ,4 ,Right ,"168cm | 5'6"" ",68 ,Icon,Low,Med,2020-09-10,Prime,false,Lean,22-07-1963
https://www.futbin.com/21/player/88/pele,Edson Arantes Nascimento,"6,000,000","4,700,000","7,510,000",FUT 21 ICONS,Brazil,Icons,5 ,4 ,5 ,Right ,"173cm | 5'8"" ",69 ,Icon,Med,High,2020-09-10,Medium,false,Unique,23-10-1940
https://www.futbin.com/21/player/27947/virgil-van-dijk,Virgil van Dijk,"2,540,000","2,129,000","3,399,000",Liverpool,Netherlands,Premier League,2 ,3 ,3 ,Right ,"193cm | 6'4"" ",92 ,TOTY,Med,Med,2021-01-26,TOTY,true,Unique,08-07-1991
https://www.futbin.com/21/player/147/fernando-hierro-ruiz,Fernando Hierro Ruiz,"250,000","280,000","305,000",FUT 21 ICONS,Spain,Icons,2 ,3 ,4 ,Right ,"187cm | 6'2"" ",85 ,Icon,Med,Med,2020-09-10,Medium,true,Average,23-03-1968
https://www.futbin.com/21/player/26797/bruno-fernandes,Bruno Miguel Borges Fernandes,"930,000","790,000","969,000",Manchester Utd,Portugal,Premier League,4 ,4 ,2 ,Right ,"179cm | 5'10"" ",69 ,TOTGS,High,High,2020-12-04,TOTGS,true,Lean,08-09-1994
https://www.futbin.com/21/player/26783/kylian-mbappe,Kylian Mbappé,0,0,0,Paris SG,France,Ligue 1 Conforama,5 ,4 ,3 ,Right ,"178cm | 5'10"" ",73 ,,Low,High,2020-12-03,,true,Unique,20-12-1998
https://www.futbin.com/21/player/26693/manuel-neuer,Manuel Neuer,"179,000","167,000","221,000",FC Bayern,Germany,Bundesliga,1 ,4 ,5 ,Right ,"193cm | 6'4"" ",92 ,IF,Med,Med,2020-11-25,TOTW9,true,Unique,27-03-1986
https://www.futbin.com/21/player/26602/eden-hazard,Eden Hazard,"910,000","885,000","1,225,000",Real Madrid,Belgium,LaLiga Santander,4 ,4 ,4 ,Right ,"175cm | 5'9"" ",74 ,UCL Live,Med,High,2020-11-13,RTTF2,true,Unique,07-01-1991
https://www.futbin.com/21/player/26827/david-beckham,David Beckham,"999,000","1,020,000","1,885,000",FUT 21 ICONS,England,Icons,3 ,3 ,5 ,Right ,"182cm | 6'0"" ",74 ,Icon,High,High,2020-12-05,Prime,true,Average,02-05-1975
https://www.futbin.com/21/player/27946/manuel-neuer,Manuel Neuer,"480,000","420,000","590,000",FC Bayern,Germany,Bundesliga,1 ,4 ,5 ,Right ,"193cm | 6'4"" ",92 ,TOTY,Med,Med,2021-01-26,TOTY,true,Unique,27-03-1986
https://www.futbin.com/21/player/58/kaka,Kaká,"1,641,000","1,497,000","2,090,000",FUT 21 ICONS,Brazil,Icons,5 ,4 ,4 ,Right ,"186cm | 6'1"" ",78 ,Icon,Med,High,2020-09-10,Prime,true,Unique,22-04-1982
https://www.futbin.com/21/player/55/edwin-van-der-sar,Edwin van der Sar,"630,000","655,000","895,000",FUT 21 ICONS,Netherlands,Icons,1 ,3 ,4 ,Right ,"197cm | 6'6"" ",83 ,Icon,Med,Med,2020-09-10,Prime,false,High & Average+,29-10-1970
https://www.futbin.com/21/player/28029/giovanni-reyna,Giovanni Reyna,"1,736,000","1,645,000","1,877,000",Dortmund,United States,Bundesliga,4 ,4 ,1 ,Right ,"185cm | 6'1"" ",79 ,FUT Future Stars,Med,Med,2021-02-05,FutureStars,false,High & Average,13-11-2002
https://www.futbin.com/21/player/49/riquelme,Juan Román Riquelme,"415,000","410,000","600,000",FUT 21 ICONS,Argentina,Icons,5 ,4 ,4 ,Right ,"183cm | 6'0"" ",79 ,Icon,Low,Med,2020-09-10,Prime,false,Average,24-06-1978
https://www.futbin.com/21/player/46/andriy-shevchenko,Andriy Shevchenko,"573,000","522,000",0,FUT 21 ICONS,Ukraine,Icons,3 ,4 ,4 ,Right ,"183cm | 6'0"" ",72 ,Icon,High,High,2020-09-10,Prime,false,Average,29-09-1976
https://www.futbin.com/21/player/38/pavel-nedved,Pavel Nedvěd,"620,000","589,000","820,000",FUT 21 ICONS,Czech Republic,Icons,4 ,5 ,5 ,Right ,"177cm | 5'10"" ",72 ,Icon,Med,High,2020-09-10,Prime,true,Average,30-08-1972
https://www.futbin.com/21/player/139/michael-laudrup,Michael Laudrup,"140,000","157,000","184,000",FUT 21 ICONS,Denmark,Icons,4 ,4 ,4 ,Right ,"183cm | 6'0"" ",78 ,Icon,Med,Med,2020-09-10,Medium,false,Average,15-06-1964
https://www.futbin.com/21/player/137/gheorghe-hagi,Gheorghe Hagi,"373,000","372,000","498,000",FUT 21 ICONS,Romania,Icons,4 ,4 ,4 ,Left ,"172cm | 5'8"" ",68 ,Icon,Low,Med,2020-09-10,Medium,false,Average,05-02-1965
https://www.futbin.com/21/player/51/didier-drogba,Didier Drogba,"1,400,000","1,310,000","1,600,000",FUT 21 ICONS,Côte d'Ivoire,Icons,4 ,4 ,3 ,Right ,"189cm | 6'2"" ",88 ,Icon,High,High,2020-09-10,Prime,true,High & Average,11-03-1978
https://www.futbin.com/21/player/48/steven-gerrard,Steven Gerrard,"1,054,000","1,035,000","1,190,000",FUT 21 ICONS,England,Icons,3 ,3 ,4 ,Right ,"183cm | 6'0"" ",83 ,Icon,Med,High,2020-09-10,Prime,true,Average,30-05-1980
https://www.futbin.com/21/player/134/marco-van-basten,Marco van Basten,"280,000","250,000",0,FUT 21 ICONS,Netherlands,Icons,3 ,4 ,4 ,Right ,"188cm | 6'2"" ",77 ,Icon,Med,Med,2020-09-10,Base,false,High & Average+,31-10-1964
https://www.futbin.com/21/player/131/ronaldinho,Ronaldo de Assis Moreira,"1,610,000","1,400,000","2,100,000",FUT 21 ICONS,Brazil,Icons,5 ,4 ,5 ,Right ,"180cm | 5'11"" ",79 ,Icon,Low,Med,2020-09-10,Base,false,Ronaldinho,21-03-1980
https://www.futbin.com/21/player/130/laurent-blanc,Laurent Blanc,"1,000,000","815,000","1,169,000",FUT 21 ICONS,France,Icons,2 ,3 ,4 ,Right ,"192cm | 6'4"" ",82 ,Icon,High,Med,2020-09-10,Medium,false,High & Average,19-11-1965
https://www.futbin.com/21/player/71/eusebio,Eusébio da Silva Ferreira,"5,300,000","3,910,000","5,850,000",FUT 21 ICONS,Portugal,Icons,4 ,5 ,4 ,Right ,"175cm | 5'9"" ",76 ,Icon,Med,High,2020-09-10,Base,true,Average,25-01-1942
https://www.futbin.com/21/player/27944/jerome-boateng,Jérôme Boateng,"255,650","250,200","296,750",FC Bayern,Germany,Bundesliga,2 ,4 ,4 ,Right ,"192cm | 6'4"" ",90 ,Player Moments SBC,Med,Med,2021-01-26,,true,High & Stocky,03-09-1988
https://www.futbin.com/21/player/27754/ribery,Franck Ribéry,"1,029,150","984,550","1,179,250",Fiorentina,France,Serie A TIM,5 ,5 ,4 ,Right ,"170cm | 5'7"" ",72 ,Flashback SBC,Med,Med,2021-01-22,,true,Short & Lean-,07-04-1983
https://www.futbin.com/21/player/27168/sergej-milinkovic-savic,Sergej Milinkovic-Savic,"181,400","179,550","196,200",Lazio,Serbia,Serie A TIM,4 ,4 ,2 ,Right ,"191cm | 6'3"" ",76 ,Headliners SBC,Med,High,2021-01-03,,true,High & Average,27-02-1995
https://www.futbin.com/21/player/27125/casemiro,Carlos Henrique Venancio Casimiro,"137,000","130,000","186,000",Real Madrid,Brazil,LaLiga Santander,2 ,3 ,3 ,Right ,"185cm | 6'1"" ",84 ,IF,High,High,2020-12-30,TOTW14,true,Unique,23-02-1992
https://www.futbin.com/21/player/26858/casemiro,Carlos Henrique Venancio Casimiro,"415,000","395,000","520,000",Real Madrid,Brazil,LaLiga Santander,2 ,3 ,3 ,Right ,"185cm | 6'1"" ",84 ,FUT Freeze,High,Low,2020-12-11,Freeze,true,Unique,23-02-1992
https://www.futbin.com/21/player/26831/mohamed-salah,Mohamed Salah,"720,000","620,000","760,000",Liverpool,Egypt,Premier League,4 ,3 ,3 ,Left ,"175cm | 5'9"" ",71 ,IF,Med,High,2020-12-09,TOTW11,true,Salah,15-06-1992
https://www.futbin.com/21/player/26732/virgil-van-dijk,Virgil van Dijk,"1,080,000","990,000","1,355,000",Liverpool,Netherlands,Premier League,2 ,3 ,3 ,Right ,"193cm | 6'4"" ",92 ,Record Breaker,Med,Med,2020-11-29,BF-RB,true,Unique,08-07-1991
https://www.futbin.com/21/player/26717/kylian-mbappe,Kylian Mbappé,"2,949,000","2,170,000","3,310,000",Paris SG,France,Ligue 1 Conforama,5 ,4 ,3 ,Right ,"178cm | 5'10"" ",73 ,Record Breaker,Low,High,2020-11-27,BF-RB,true,Unique,20-12-1998
https://www.futbin.com/21/player/26609/sadio-mane,Sadio Mané,"560,000","445,000","535,000",Liverpool,Senegal,Premier League,4 ,4 ,3 ,Right ,"175cm | 5'9"" ",69 ,IF,Med,High,2020-11-18,TOTW8,true,Unique,10-04-1992
https://www.futbin.com/21/player/26323/harry-kane,Harry Kane,"1,265,000","1,370,000","1,651,000",Spurs,England,Premier League,3 ,4 ,3 ,Right ,"188cm | 6'2"" ",89 ,Halloween,High,High,2020-10-23,Rulebreakers,true,Unique,28-07-1993
https://www.futbin.com/21/player/25898/robert-lewandowski,Robert Lewandowski,"80,000","71,000","95,000",FC Bayern,Poland,Bundesliga,4 ,4 ,4 ,Right ,"184cm | 6'0"" ",80 ,CL,Med,High,2020-10-20,,true,Unique,21-08-1988
https://www.futbin.com/21/player/25828/neymar-jr,Neymar da Silva Santos Jr.,"757,000","552,000","830,000",Paris SG,Brazil,Ligue 1 Conforama,5 ,5 ,5 ,Right ,"175cm | 5'9"" ",68 ,CL,Med,High,2020-10-20,,true,Neymar,05-02-1992
https://www.futbin.com/21/player/25800/jan-oblak,Jan Oblak,"72,500","65,000","93,000",Atlético de Madrid,Slovenia,LaLiga Santander,1 ,3 ,3 ,Right ,"188cm | 6'2"" ",87 ,CL,Med,Med,2020-10-20,,true,Unique,07-01-1993
https://www.futbin.com/21/player/1012/petr-cech,Petr Cech,"590,000","620,000","690,000",FUT 21 ICONS,Czech Republic,Icons,1 ,3 ,4 ,Left ,"196cm | 6'5"" ",90 ,Icon,Med,Med,2020-09-17,Prime,true,High & Average,20-05-1982
https://www.futbin.com/21/player/262/zinedine-zidane,Zinedine Zidane,"2,799,000","2,395,000","3,450,000",FUT 21 ICONS,France,Icons,5 ,5 ,5 ,Right ,"185cm | 6'1"" ",82 ,Icon,Med,Med,2020-09-10,Medium,false,High & Average,23-06-1972
https://www.futbin.com/21/player/27149/bruno-fernandes,Bruno Miguel Borges Fernandes,"2,070,000","1,730,000","2,155,000",Manchester Utd,Portugal,Premier League,4 ,4 ,2 ,Right ,"179cm | 5'10"" ",69 ,Headliners,High,High,2021-01-01,Headliners,true,Lean,08-09-1994
https://www.futbin.com/21/player/994/fernando-torres,Fernando Torres,"1,835,000","1,720,000","2,349,000",FUT 21 ICONS,Spain,Icons,4 ,4 ,4 ,Right ,"186cm | 6'1"" ",78 ,Icon,Med,High,2020-09-17,Prime,false,High & Average,20-03-1984
https://www.futbin.com/21/player/982/philipp-lahm,Philipp Lahm,"1,095,000","993,000","1,800,000",FUT 21 ICONS,Germany,Icons,3 ,3 ,4 ,Right ,"170cm | 5'7"" ",65 ,Icon,High,High,2020-09-17,Prime,true,Short & Lean-,11-11-1983
https://www.futbin.com/21/player/545/jan-oblak,Jan Oblak,"71,000","65,500","85,000",Atlético de Madrid,Slovenia,LaLiga Santander,1 ,3 ,3 ,Right ,"188cm | 6'2"" ",87 ,Rare,Med,Med,2020-09-10,,true,Unique,07-01-1993
https://www.futbin.com/21/player/544/neymar-jr,Neymar da Silva Santos Jr.,"740,000","555,000","825,000",Paris SG,Brazil,Ligue 1 Conforama,5 ,5 ,5 ,Right ,"175cm | 5'9"" ",68 ,Rare,Med,High,2020-09-10,,true,Neymar,05-02-1992
https://www.futbin.com/21/player/543/robert-lewandowski,Robert Lewandowski,"78,500","73,000","92,000",FC Bayern,Poland,Bundesliga,4 ,4 ,4 ,Right ,"184cm | 6'0"" ",80 ,Rare,Med,High,2020-09-10,,true,Unique,21-08-1988
https://www.futbin.com/21/player/27945/sergio-ramos,Sergio Ramos García,"1,915,000","1,636,000","2,598,000",Real Madrid,Spain,LaLiga Santander,3 ,3 ,4 ,Right ,"184cm | 6'0"" ",82 ,TOTY,Med,High,2021-01-26,TOTY,true,Unique,30-03-1986
https://www.futbin.com/21/player/27758/joshua-kimmich,Joshua Kimmich,"2,084,000","1,815,000","2,675,000",FC Bayern,Germany,Bundesliga,3 ,4 ,3 ,Right ,"176cm | 5'9"" ",73 ,TOTY,Med,High,2021-01-24,TOTY,true,Lean,08-02-1995
https://www.futbin.com/21/player/27756/kevin-de-bruyne,Kevin De Bruyne,"2,085,000","1,930,000","2,795,000",Manchester City,Belgium,Premier League,4 ,5 ,4 ,Right ,"181cm | 5'11"" ",70 ,TOTY,High,High,2021-01-24,TOTY,true,Unique,28-06-1991
https://www.futbin.com/21/player/1000/bastian-schweinsteiger,Bastian Schweinsteiger,"1,299,000","1,170,000","1,590,000",FUT 21 ICONS,Germany,Icons,3 ,3 ,4 ,Right ,"183cm | 6'0"" ",79 ,Icon,High,High,2020-09-17,Prime,true,Average,01-08-1984
https://www.futbin.com/21/player/20/zinedine-zidane,Zinedine Zidane,"5,165,000",0,0,FUT 21 ICONS,France,Icons,5 ,5 ,5 ,Right ,"185cm | 6'1"" ",77 ,Icon,Med,Med,2020-09-10,Prime,false,Average,23-06-1972
https://www.futbin.com/21/player/27755/bruno-fernandes,Bruno Miguel Borges Fernandes,"4,271,000","3,700,000","5,095,000",Manchester Utd,Portugal,Premier League,4 ,4 ,2 ,Right ,"179cm | 5'10"" ",69 ,TOTY,High,High,2021-01-24,TOTY,true,Lean,08-09-1994
https://www.futbin.com/21/player/27752/kylian-mbappe,Kylian Mbappé,"7,148,000","5,590,000","7,920,000",Paris SG,France,Ligue 1 Conforama,5 ,4 ,3 ,Right ,"178cm | 5'10"" ",73 ,TOTY,Low,High,2021-01-22,TOTY,true,Unique,20-12-1998
https://www.futbin.com/21/player/52/ronaldo,Ronaldo Luís Nazário de Lima,"13,550,000","10,000,000",0,FUT 21 ICONS,Brazil,Icons,5 ,5 ,5 ,Right ,"183cm | 6'0"" ",78 ,Icon,Med,Med,2020-09-10,Prime,false,R9,22-09-1976
https://www.futbin.com/21/player/66/diego-maradona,Diego Maradona,"4,780,000","3,790,000",0,FUT 21 ICONS,Argentina,Icons,5 ,3 ,5 ,Left ,"165cm | 5'5"" ",70 ,Icon,Med,High,2020-09-10,Prime,false,Maradona,30-10-1960
https://www.futbin.com/21/player/26595/kalidou-koulibaly,Kalidou Koulibaly,"709,000","640,000","739,000",Napoli,Senegal,Serie A TIM,2 ,3 ,3 ,Right ,"187cm | 6'2"" ",89 ,UEL Live,High,Med,2020-11-13,RTTF2,true,Unique,20-06-1991
https://www.futbin.com/21/player/26464/karim-benzema,Karim Benzema,"85,000","77,000","94,000",Real Madrid,France,LaLiga Santander,4 ,4 ,4 ,Right ,"185cm | 6'1"" ",81 ,IF,Low,Med,2020-11-04,TOTW6,true,Average,19-12-1987
https://www.futbin.com/21/player/25833/kylian-mbappe,Kylian Mbappé,"930,000","696,000","1,098,000",Paris SG,France,Ligue 1 Conforama,5 ,4 ,3 ,Right ,"178cm | 5'10"" ",73 ,CL,Low,High,2020-10-20,,true,Unique,20-12-1998
https://www.futbin.com/21/player/25815/alisson,Alisson Ramses Becker,"62,000","55,500","75,000",Liverpool,Brazil,Premier League,1 ,3 ,3 ,Right ,"191cm | 6'3"" ",91 ,CL,Med,Med,2020-10-20,,true,Unique,02-10-1992
https://www.futbin.com/21/player/25801/ter-stegen,Marc-André ter Stegen,"63,000","60,000","71,000",FC Barcelona,Germany,LaLiga Santander,1 ,4 ,3 ,Right ,"187cm | 6'2"" ",85 ,CL,Med,Med,2020-10-20,,true,Unique,30-04-1992
https://www.futbin.com/21/player/60/fernando-hierro-ruiz,Fernando Hierro Ruiz,"433,000","444,000","535,000",FUT 21 ICONS,Spain,Icons,2 ,3 ,4 ,Right ,"187cm | 6'2"" ",84 ,Icon,High,Med,2020-09-10,Prime,true,Average,23-03-1968
https://www.futbin.com/21/player/96/lev-yashin,Lev Yashin,"294,000","300,000","480,000",FUT 21 ICONS,Russia,Icons,1 ,3 ,4 ,Right ,"189cm | 6'2"" ",82 ,Icon,Med,Med,2020-09-10,Base,false,High & Average+,22-10-1929
https://www.futbin.com/21/player/26947/erling-haaland,Erling Braut Haaland,"364,850","380,250","410,750",Dortmund,Norway,Bundesliga,3 ,3 ,2 ,Left ,"194cm | 6'4"" ",88 ,Bundes POTM SBC,High,High,2020-12-18,,true,Unique,21-07-2000
https://www.futbin.com/21/player/25200/thibaut-courtois,Thibaut Courtois,"190,000","165,000","235,000",Real Madrid,Belgium,LaLiga Santander,1 ,3 ,4 ,Left ,"199cm | 6'6"" ",96 ,IF,Med,Med,2020-10-07,TOTW2,true,Courtois,11-05-1992
https://www.futbin.com/21/player/1009/nemanja-vidic,Nemanja Vidić,"996,000","940,000","1,400,000",FUT 21 ICONS,Serbia,Icons,2 ,3 ,4 ,Right ,"190cm | 6'3"" ",84 ,Icon,High,Med,2020-09-17,Prime,false,High & Average,21-10-1981
https://www.futbin.com/21/player/26856/bruno-fernandes,Bruno Miguel Borges Fernandes,"1,137,650","1,102,250","1,267,100",Manchester Utd,Portugal,Premier League,4 ,4 ,2 ,Right ,"179cm | 5'10"" ",69 ,PL POTM SBC,High,High,2020-12-11,,true,Lean,08-09-1994
https://www.futbin.com/21/player/1003/davor-suker,Davor Šuker,"570,000","520,000","765,000",FUT 21 ICONS,Croatia,Icons,4 ,4 ,5 ,Left ,"183cm | 6'0"" ",78 ,Icon,Med,High,2020-09-17,Prime,false,Lean,01-01-1968
https://www.futbin.com/21/player/998/xavier-hernandez,Xavier Hernández,"560,000","560,000","713,000",FUT 21 ICONS,Spain,Icons,4 ,3 ,1 ,Right ,"170cm | 5'7"" ",67 ,Icon,Med,Med,2020-09-17,Medium,false,Short & Lean-,25-01-1980
https://www.futbin.com/21/player/27750/cristiano-ronaldo,C. Ronaldo dos Santos Aveiro,"8,990,000","6,910,000",0,Piemonte Calcio,Portugal,Serie A TIM,5 ,4 ,5 ,Right ,"187cm | 6'2"" ",83 ,TOTY,Low,High,2021-01-22,TOTY,true,CR7,05-02-1985
https://www.futbin.com/21/player/992/samuel-eto-o,Samuel Eto'o,"2,360,000","1,909,000","2,500,000",FUT 21 ICONS,Cameroon,Icons,4 ,4 ,1 ,Right ,"179cm | 5'10"" ",75 ,Icon,Med,High,2020-09-17,Medium,false,Lean,10-03-1981
https://www.futbin.com/21/player/25835/kevin-de-bruyne,Kevin De Bruyne,"81,500","85,000","115,000",Manchester City,Belgium,Premier League,4 ,5 ,4 ,Right ,"181cm | 5'11"" ",70 ,CL,High,High,2020-10-20,,true,Unique,28-06-1991
https://www.futbin.com/21/player/546/ter-stegen,Marc-André ter Stegen,"62,000","57,000","71,000",FC Barcelona,Germany,LaLiga Santander,1 ,4 ,3 ,Right ,"187cm | 6'2"" ",85 ,Rare,Med,Med,2020-09-10,,true,Unique,30-04-1992
https://www.futbin.com/21/player/986/eric-cantona,Éric Cantona,"1,745,000","1,650,000","2,200,000",FUT 21 ICONS,France,Icons,5 ,4 ,5 ,Right ,"188cm | 6'2"" ",89 ,Icon,Med,High,2020-09-17,Medium,false,High & Average,24-05-1966
https://www.futbin.com/21/player/529/kylian-mbappe,Kylian Mbappé,"929,000","687,000","1,060,000",Paris SG,France,Ligue 1 Conforama,5 ,4 ,3 ,Right ,"178cm | 5'10"" ",73 ,Rare,Low,High,2020-09-10,,true,Unique,20-12-1998
https://www.futbin.com/21/player/520/alisson,Alisson Ramses Becker,"61,500","55,500","72,000",Liverpool,Brazil,Premier League,1 ,3 ,3 ,Right ,"191cm | 6'3"" ",91 ,Rare,Med,Med,2020-09-10,,true,Unique,02-10-1992
https://www.futbin.com/21/player/518/sadio-mane,Sadio Mané,"139,000","102,000","149,000",Liverpool,Senegal,Premier League,4 ,4 ,3 ,Right ,"175cm | 5'9"" ",69 ,Rare,Med,High,2020-09-10,,true,Unique,10-04-1992
https://www.futbin.com/21/player/517/mohamed-salah,Mohamed Salah,"174,000","149,000","210,000",Liverpool,Egypt,Premier League,4 ,3 ,3 ,Left ,"175cm | 5'9"" ",71 ,Rare,Med,High,2020-09-10,,true,Salah,15-06-1992
https://www.futbin.com/21/player/516/virgil-van-dijk,Virgil van Dijk,"181,000","168,000","209,000",Liverpool,Netherlands,Premier League,2 ,3 ,3 ,Right ,"193cm | 6'4"" ",92 ,Rare,Med,Med,2020-09-10,,true,Unique,08-07-1991
https://www.futbin.com/21/player/254/kenny-dalglish,Kenny Dalglish,"1,445,000","1,204,000","1,640,000",FUT 21 ICONS,Scotland,Icons,4 ,5 ,4 ,Right ,"173cm | 5'8"" ",73 ,Icon,Med,High,2020-09-10,Medium,false,Average,04-03-1951
https://www.futbin.com/21/player/245/garrincha,Manuel Franc. dos Santos,"1,610,000","1,190,000","1,750,000",FUT 21 ICONS,Brazil,Icons,5 ,4 ,4 ,Right ,"169cm | 5'7"" ",70 ,Icon,Low,Med,2020-09-10,Base,false,Short & Lean-,28-10-1933
https://www.futbin.com/21/player/248/andrea-pirlo,Andrea Pirlo,"424,000","445,000","875,000",FUT 21 ICONS,Italy,Icons,5 ,4 ,4 ,Right ,"177cm | 5'10"" ",66 ,Icon,Med,Med,2020-09-10,Medium,false,Lean,19-05-1979
https://www.futbin.com/21/player/238/carlos-alberto-torres,Carlos Alberto Torres,"885,000","680,000","989,000",FUT 21 ICONS,Brazil,Icons,3 ,4 ,4 ,Right ,"180cm | 5'11"" ",75 ,Icon,Med,High,2020-09-10,Medium,false,Average,17-07-1944
https://www.futbin.com/21/player/228/pep-guardiola,Josep Guardiola Sala,"725,000","659,000","870,000",FUT 21 ICONS,Spain,Icons,3 ,3 ,4 ,Right ,"180cm | 5'11"" ",73 ,Icon,High,Med,2020-09-10,Prime,false,Unique,18-01-1971
https://www.futbin.com/21/player/30/hristo-stoichkov,Hristo Stoichkov,"1,635,000","1,410,000","1,769,000",FUT 21 ICONS,Bulgaria,Icons,4 ,3 ,4 ,Left ,"178cm | 5'10"" ",73 ,Icon,Med,Med,2020-09-10,Prime,true,Average,08-02-1966
https://www.futbin.com/21/player/62/hugo-sanchez,Hugo Sánchez,"1,180,000","1,100,000","1,221,000",FUT 21 ICONS,Mexico,Icons,3 ,4 ,4 ,Left ,"176cm | 5'9"" ",73 ,Icon,Med,High,2020-09-10,Prime,false,Average,11-07-1958
https://www.futbin.com/21/player/16/fabio-cannavaro,Fabio Cannavaro,"1,140,000","1,083,000",0,FUT 21 ICONS,Italy,Icons,2 ,3 ,5 ,Right ,"176cm | 5'9"" ",74 ,Icon,High,Low,2020-09-10,Prime,true,Average,13-09-1973
https://www.futbin.com/21/player/28002/wayne-rooney,Wayne Rooney,"385,250","386,300","436,100",Derby County,England,EFL Championship (ENG 2),4 ,4 ,4 ,Right ,"176cm | 5'9"" ",83 ,Premium SBC,Med,High,2021-02-02,,true,Stocky,24-10-1985
https://www.futbin.com/21/player/25705/sergio-ramos,Sergio Ramos García,"188,000","193,000","217,000",Real Madrid,Spain,LaLiga Santander,3 ,3 ,4 ,Right ,"184cm | 6'0"" ",82 ,IF,Med,High,2020-10-14,TOTW3,true,Unique,30-03-1986
https://www.futbin.com/21/player/27949/alphonso-davies,Alphonso Davies,"1,890,000","1,681,000","2,439,000",FC Bayern,Canada,Bundesliga,4 ,4 ,1 ,Left ,"181cm | 5'11"" ",72 ,TOTY,Med,High,2021-01-26,TOTY,true,Unique,02-11-2000
